Severity,CVSS,Issue,Ports,OID,CVE,Affected Devices,Number of Device(s),Last Detected,Known Exploited Vulnerability,Summary,Vulnerability Detection Result,Impact,Solution,Vulnerability Insight,Vulnerability Detection Method,References,Known To Be Used In Ransomware Campaigns,ingestion_error_reason
Medium,5.8,Apache HTTP Server 2.4.7 - 2.4.65 Authentication Bypass Vulnerability - Windows,"80/tcp (http),443/tcp (https)",1.3.6.1.4.1.25623.1.0.125570,,"172.16.11.64 (00:50:56:BB:33:E4),usx01vspapch04.rpi.reliableparts.com (172.16.11.136 / 00:50:56:BB:06:62),usx01vsdrpl01.rpi.reliableparts.com (172.16.11.54 / 00:0C:29:BB:22:63),172.16.11.105 (00:50:56:BB:F1:3E),usx01vspapch03.rpi.reliableparts.com (172.16.11.105 / 00:50:56:BB:F1:3E)",5,17-Apr-2026,No,Apache HTTP Server is prone to an authentication bypass   vulnerability.,Installed version: 2.4.57 Fixed version:     2.4.66 Installation path / port:       80/tcp --- Installed version: 2.4.57 Fixed version:     2.4.66 Installation path / port:       443/tcp,,Update to version 2.4.66 or later.,mod_userdir+suexec bypass via AllowOverride FileInfo   vulnerability in Apache HTTP Server. Users with access to use the RequestHeader directive in   htaccess can cause some CGI scripts to run under an unexpected userid.,"Checks if a vulnerable version is present on the target host. Details: Apache HTTP Server 2.4.7 - 2.4.65 Authentication Bypass Vulnerability - Wind... (OID: 1.3.6.1.4.1.25623.1.0.125570) Version used: 2025-12-05T05:44:55Z ",,Unknown,"last_detected_at from Last Detected failed: conversion TO_DATE failed for value ""17-Apr-2026"" using failure mode FAIL_ROW: Text '17-Apr-2026T00:00:00+00:00' could not be parsed at index 0; known_ransomware_campaign from Known To Be Used In Ransomware Campaigns failed: conversion TO_BOOLEAN failed for value ""Unknown"" using failure mode FAIL_ROW: Value is not boolean; "
Medium,5.5,OpenSSL DoS Vulnerability (20240125) - Windows,"80/tcp (http),443/tcp (https)",1.3.6.1.4.1.25623.1.0.114308,,"172.16.11.64 (00:50:56:BB:33:E4),usx01vspapch04.rpi.reliableparts.com (172.16.11.136 / 00:50:56:BB:06:62),usx01vsdrpl01.rpi.reliableparts.com (172.16.11.54 / 00:0C:29:BB:22:63),172.16.11.105 (00:50:56:BB:F1:3E),usx01vspapch03.rpi.reliableparts.com (172.16.11.105 / 00:50:56:BB:F1:3E)",5,17-Apr-2026,No,OpenSSL is prone to a denial of service (DoS) vulnerability.,Installed version: 3.1.2 Fixed version:     3.1.5 Installation path / port:       80/tcp --- Installed version: 3.1.2 Fixed version:     3.1.5 Installation path / port:       443/tcp,Applications loading files in the PKCS12 format from untrusted   sources might terminate abruptly.,"Update to version 1.0.2zj, 1.1.1x, 3.0.13, 3.1.5, 3.2.1 or   later.",Processing a maliciously formatted PKCS12 file may lead OpenSSL   to crash leading to a potential DoS attack.,"Checks if a vulnerable version is present on the target host. Details: OpenSSL DoS Vulnerability (20240125) - Windows (OID: 1.3.6.1.4.1.25623.1.0.114308) Version used: 2024-02-05T05:05:38Z ",,Unknown,"last_detected_at from Last Detected failed: conversion TO_DATE failed for value ""17-Apr-2026"" using failure mode FAIL_ROW: Text '17-Apr-2026T00:00:00+00:00' could not be parsed at index 0; known_ransomware_campaign from Known To Be Used In Ransomware Campaigns failed: conversion TO_BOOLEAN failed for value ""Unknown"" using failure mode FAIL_ROW: Value is not boolean; "
Medium,5.5,"Oracle MySQL Server <= 8.0.43, 8.1.x <= 8.4.7, 9.0.0 <= 9.4.0 Security Update (cpuoct2025) - Windows",3306/tcp (mysql),1.3.6.1.4.1.25623.1.0.119199,,"usx01vsdb2bpoc1.rpi.reliableparts.com (172.16.11.147 / 00:50:56:BB:A4:0B),usx01vsdb2bpoc2.rpi.reliableparts.com (172.16.11.163 / 00:50:56:BB:BD:D1)",2,17-Apr-2026,No,Oracle MySQL Server is prone to multiple vulnerabilities.,Installed version: 8.0.34 Fixed version:     8.0.44 Installation path / port:       3306/tcp --- Installed version: 8.0.41 Fixed version:     8.0.44 Installation path / port:       3306/tcp,,"Update to version 8.0.44, 8.4.7, 9.4.1 or later.",,"Checks if a vulnerable version is present on the target host. Details: Oracle MySQL Server <= 8.0.43, 8.1.x <= 8.4.7, 9.0.0 <= 9.4.0 Security Updat... (OID: 1.3.6.1.4.1.25623.1.0.119199) Version used: 2025-10-24T05:39:31Z ",,Unknown,"last_detected_at from Last Detected failed: conversion TO_DATE failed for value ""17-Apr-2026"" using failure mode FAIL_ROW: Text '17-Apr-2026T00:00:00+00:00' could not be parsed at index 0; known_ransomware_campaign from Known To Be Used In Ransomware Campaigns failed: conversion TO_BOOLEAN failed for value ""Unknown"" using failure mode FAIL_ROW: Value is not boolean; "
Medium,5.5,Python DoS Vulnerability (Oct 2025) - Windows,5050/tcp (mmcc),1.3.6.1.4.1.25623.1.0.125435,,usx01vspflyn01.rpi.reliableparts.com (172.16.11.101 / 00:50:56:BB:BA:64),1,17-Apr-2026,No,Python is prone to a denial of service (DoS) vulnerability.,Installed version: 3.12.9 Fixed version:     3.15.0 Installation path / port:       5050/tcp,,"Update to Python 3.9.25, 3.15.0 or later, or to the latest   maintenance release of your Python version series (3.10.x, 3.12.x, 3.13.x, 3.14.x) once patches   are available. Please see the references for more information.",If the value passed to os.path.expandvars() is user-controlled   a performance degradation is possible when expanding environment variables. This vulnerability   exhibits quadratic complexity behavior that could be exploited for denial of service attacks.,"Checks if a vulnerable version is present on the target host. Details: Python DoS Vulnerability (Oct 2025) - Windows (OID: 1.3.6.1.4.1.25623.1.0.125435) Version used: 2026-02-05T05:56:23Z ",,Unknown,"last_detected_at from Last Detected failed: conversion TO_DATE failed for value ""17-Apr-2026"" using failure mode FAIL_ROW: Text '17-Apr-2026T00:00:00+00:00' could not be parsed at index 0; known_ransomware_campaign from Known To Be Used In Ransomware Campaigns failed: conversion TO_BOOLEAN failed for value ""Unknown"" using failure mode FAIL_ROW: Value is not boolean; "
Medium,5.5,Python DoS Vulnerability (Dec 2025) - Windows,5050/tcp (mmcc),1.3.6.1.4.1.25623.1.0.125555,,usx01vspflyn01.rpi.reliableparts.com (172.16.11.101 / 00:50:56:BB:BA:64),1,17-Apr-2026,No,Python is prone to a denial of service (DoS) vulnerability.,Installed version: 3.12.9 Fixed version:     3.13.10 Installation path / port:       5050/tcp,,"Update to version 3.13.10, 3.14.1 or later, or to the latest   maintenance release of your Python version series (3.10.x, 3.12.x) once patches   are available. Please see the references for more information.","When loading a plist file, the plistlib module reads data in   size specified by the file itself, meaning a malicious file can cause out-of-memory (OOM) and   DoS issues.","Checks if a vulnerable version is present on the target host. Details: Python DoS Vulnerability (Dec 2025) - Windows (OID: 1.3.6.1.4.1.25623.1.0.125555) Version used: 2026-01-16T05:47:38Z ",,Unknown,"last_detected_at from Last Detected failed: conversion TO_DATE failed for value ""17-Apr-2026"" using failure mode FAIL_ROW: Text '17-Apr-2026T00:00:00+00:00' could not be parsed at index 0; known_ransomware_campaign from Known To Be Used In Ransomware Campaigns failed: conversion TO_BOOLEAN failed for value ""Unknown"" using failure mode FAIL_ROW: Value is not boolean; "
Medium,5.5,"Oracle MySQL Server 8.x <= 8.0.34, 8.1.x <= 8.3.0 Security Update (cpuapr2024) - Windows",3306/tcp (mysql),1.3.6.1.4.1.25623.1.0.170759,,usx01vsdb2bpoc1.rpi.reliableparts.com (172.16.11.147 / 00:50:56:BB:A4:0B),1,17-Apr-2026,No,Oracle MySQL Server is prone to a denial of service (DoS)   vulnerability.,Installed version: 8.0.34 Fixed version:     8.0.35 Installation path / port:       3306/tcp,,"Update to version 8.0.35, 8.3.1 or later.",,"Checks if a vulnerable version is present on the target host. Details: Oracle MySQL Server 8.x <= 8.0.34, 8.1.x <= 8.3.0 Security Update (cpuapr202... (OID: 1.3.6.1.4.1.25623.1.0.170759) Version used: 2025-09-09T05:38:49Z ",,Unknown,"last_detected_at from Last Detected failed: conversion TO_DATE failed for value ""17-Apr-2026"" using failure mode FAIL_ROW: Text '17-Apr-2026T00:00:00+00:00' could not be parsed at index 0; known_ransomware_campaign from Known To Be Used In Ransomware Campaigns failed: conversion TO_BOOLEAN failed for value ""Unknown"" using failure mode FAIL_ROW: Value is not boolean; "
Medium,5.5,Python Untrusted Search Path Vulnerability (Feb 2025) - Windows,5050/tcp (mmcc),1.3.6.1.4.1.25623.1.0.171228,,usx01vspflyn01.rpi.reliableparts.com (172.16.11.101 / 00:50:56:BB:BA:64),1,17-Apr-2026,No,Python is prone to an untrusted search path vulnerability   in the mimetypes standard library.,Installed version: 3.12.9 Fixed version:     3.14.0 Installation path / port:       5050/tcp,,Update to version 3.14.0 or later.,"There is a defect in the CPython standard library module   'mimetypes' where on Windows the default list of known file locations are writable meaning other   users can create invalid files to cause MemoryError to be raised on Python runtime startup or   have file extensions be interpreted as the incorrect file type.   This defect is caused by the default locations of Linux and macOS platforms (such as   '/etc/mime.types') also being used on Windows, where they are user-writable locations   ('C:\etc\mime.types').","Checks if a vulnerable version is present on the target host. Details: Python Untrusted Search Path Vulnerability (Feb 2025) - Windows (OID: 1.3.6.1.4.1.25623.1.0.171228) Version used: 2025-10-10T05:39:02Z ",,Unknown,"last_detected_at from Last Detected failed: conversion TO_DATE failed for value ""17-Apr-2026"" using failure mode FAIL_ROW: Text '17-Apr-2026T00:00:00+00:00' could not be parsed at index 0; known_ransomware_campaign from Known To Be Used In Ransomware Campaigns failed: conversion TO_BOOLEAN failed for value ""Unknown"" using failure mode FAIL_ROW: Value is not boolean; "
Medium,5.4,Synology DiskStation Manager (DSM) Open Redirect Vulnerability (Synology-SA-24:02) - Unreliable Remote Version Check,0/NA,1.3.6.1.4.1.25623.1.0.114305,,NAS (172.16.11.99 / 90:09:D0:49:EC:69),1,17-Apr-2026,No,Synology DiskStation Manager (DSM) is prone to an open redirect   vulnerability.,Installed version: 7.2.1-69057 Fixed version:     7.2.1-69057-2,The flaw allows remote authenticated users to conduct phishing   attacks via unspecified vectors.,"Update to version 6.2.4-25556-8, 7.0.1-42218-7, 7.1.1-42962-7,   7.2.1-69057-2 or later.",There is a URL redirection to untrusted site ('Open Redirect')   vulnerability in the file access component.,"Checks if a vulnerable version is present on the target host. Details: Synology DiskStation Manager (DSM) Open Redirect Vulnerability (Synology-SA-... (OID: 1.3.6.1.4.1.25623.1.0.114305) Version used: 2024-12-17T05:05:41Z ",,Unknown,"last_detected_at from Last Detected failed: conversion TO_DATE failed for value ""17-Apr-2026"" using failure mode FAIL_ROW: Text '17-Apr-2026T00:00:00+00:00' could not be parsed at index 0; known_ransomware_campaign from Known To Be Used In Ransomware Campaigns failed: conversion TO_BOOLEAN failed for value ""Unknown"" using failure mode FAIL_ROW: Value is not boolean; "
Medium,5.4,CKEditor 4.5.2 < 4.16.2 XSS Vulnerability - Windows,"80/tcp (http),443/tcp (https)",1.3.6.1.4.1.25623.1.0.127130,CVE-2021-32809,usx01vspintr02.rpi.reliableparts.com (172.16.11.28 / 00:50:56:AD:85:39),1,17-Apr-2026,No,CKEditor is prone to a cross-site scripting (XSS)   vulnerability.,Installed version: 4.5.6 Fixed version:     4.16.2 Installation path / port:       /ckeditor,"The vulnerability allows to abuse paste functionality using   malformed HTML, which could result in injecting arbitrary HTML into the editor.",Update to version 4.16.2 or later.,,"Checks if a vulnerable version is present on the target host. Details: CKEditor 4.5.2 < 4.16.2 XSS Vulnerability - Windows (OID: 1.3.6.1.4.1.25623.1.0.127130) Version used: 2022-09-19T10:11:35Z ",https://github.com/ckeditor/ckeditor4/security/advisories/GHSA-7889-rm5j-hpgg,Unknown,"last_detected_at from Last Detected failed: conversion TO_DATE failed for value ""17-Apr-2026"" using failure mode FAIL_ROW: Text '17-Apr-2026T00:00:00+00:00' could not be parsed at index 0; known_ransomware_campaign from Known To Be Used In Ransomware Campaigns failed: conversion TO_BOOLEAN failed for value ""Unknown"" using failure mode FAIL_ROW: Value is not boolean; "
Medium,5.4,CKEditor < 4.16.2 XSS Vulnerability - Windows,"443/tcp (https),80/tcp (http)",1.3.6.1.4.1.25623.1.0.127132,CVE-2021-37695,usx01vspintr02.rpi.reliableparts.com (172.16.11.28 / 00:50:56:AD:85:39),1,17-Apr-2026,No,CKEditor is prone to a cross-site scripting (XSS)   vulnerability.,Installed version: 4.5.6 Fixed version:     4.16.2 Installation path / port:       /ckeditor,"The Fake Objects package allows to inject malformed Fake   Objects HTML, which could result in executing JavaScript code.",Update to version 4.16.2 or later.,,"Checks if a vulnerable version is present on the target host. Details: CKEditor < 4.16.2 XSS Vulnerability - Windows (OID: 1.3.6.1.4.1.25623.1.0.127132) Version used: 2022-09-19T10:11:35Z ",https://github.com/ckeditor/ckeditor4/security/advisories/GHSA-m94c-37g6-cjhc,Unknown,"last_detected_at from Last Detected failed: conversion TO_DATE failed for value ""17-Apr-2026"" using failure mode FAIL_ROW: Text '17-Apr-2026T00:00:00+00:00' could not be parsed at index 0; known_ransomware_campaign from Known To Be Used In Ransomware Campaigns failed: conversion TO_BOOLEAN failed for value ""Unknown"" using failure mode FAIL_ROW: Value is not boolean; "
Medium,5.4,CKEditor 4.0 < 4.17.0 Multiple Vulnerabilities - Windows,"443/tcp (https),80/tcp (http)",1.3.6.1.4.1.25623.1.0.147176,"CVE-2021-41164, CVE-2021-41165",usx01vspintr02.rpi.reliableparts.com (172.16.11.28 / 00:50:56:AD:85:39),1,17-Apr-2026,No,CKEditor is prone to multiple vulnerabilities.,Installed version: 4.5.6 Fixed version:     4.17.0 Installation path / port:       /ckeditor,,Update to version 4.17.0 or later,The following vulnerabilities exist:   - CVE-2021-41164: Advanced Content Filter (ACF) allowing to execute JavaScript code using   malformed HTML   - CVE-2021-41165: HTML comments allowing to execute JavaScript code,"Checks if a vulnerable version is present on the target host. Details: CKEditor 4.0 < 4.17.0 Multiple Vulnerabilities - Windows (OID: 1.3.6.1.4.1.25623.1.0.147176) Version used: 2021-11-22T03:03:36Z ","https://github.com/ckeditor/ckeditor4/security/advisories/GHSA-pvmx-g8h5-cprj,https://github.com/ckeditor/ckeditor4/security/advisories/GHSA-7h26-63m7-qhf2",Unknown,"last_detected_at from Last Detected failed: conversion TO_DATE failed for value ""17-Apr-2026"" using failure mode FAIL_ROW: Text '17-Apr-2026T00:00:00+00:00' could not be parsed at index 0; known_ransomware_campaign from Known To Be Used In Ransomware Campaigns failed: conversion TO_BOOLEAN failed for value ""Unknown"" using failure mode FAIL_ROW: Value is not boolean; "
Medium,5.3,OpenSSH Information Disclosure Vulnerability (CVE-2016-20012),22/tcp (ssh),1.3.6.1.4.1.25623.1.0.117777,CVE-2016-20012,"172.16.11.98 (00:60:16:89:76:2C),test.rpi.reliableparts.com (172.16.11.97 / 00:60:16:8B:10:4C),172.16.11.151 (00:50:56:AD:94:F0),172.16.11.13 (00:50:56:BB:67:04),172.16.11.157 (00:50:56:AD:01:68),172.16.11.167 (00:50:56:BB:C4:54),172.16.11.155 (00:50:56:AD:DF:A4),172.16.11.171 (00:50:56:BB:94:FE),172.16.11.156 (00:50:56:AD:36:01),172.16.11.170 (00:50:56:BB:2B:16),usx01vspredirect01.rpi.reliableparts.com (172.16.11.95 / 00:50:56:BB:6D:A7),172.16.11.153 (00:50:56:BB:8D:91),172.16.11.154 (00:50:56:AD:01:A6)",13,17-Apr-2026,No,OpenBSD OpenSSH is prone to an information disclosure   vulnerability.,Installed version: 8.8 Fixed version:     None Installation path / port:       22/tcp --- Installed version: 8.1 Fixed version:     None Installation path / port:       22/tcp --- Installed version: 8.9p1 Fixed version:     None Installation path / port:       22/tcp --- Installed version: 8.7 Fixed version:     None Installation path / port:       22/tcp,,"No known solution was made available for at least one year since   the disclosure of this vulnerability. Likely none will be provided anymore. General solution options   are to upgrade to a newer release, disable respective features, remove the product or replace the   product by another one.","OpenSSH allows remote attackers, who have a suspicion that a   certain combination of username and public key is known to an SSH server, to test whether this   suspicion is correct. This occurs because a challenge is sent only when that combination could be   valid for a login session.","Checks if a vulnerable version is present on the target host. Details: OpenSSH Information Disclosure Vulnerability (CVE-2016-20012) (OID: 1.3.6.1.4.1.25623.1.0.117777) Version used: 2022-11-24T10:18:54Z ","https://github.com/openssh/openssh-portable/pull/270,https://rushter.com/blog/public-ssh-keys/,https://utcc.utoronto.ca/~cks/space/blog/tech/SSHKeysAreInfoLeak",Unknown,"last_detected_at from Last Detected failed: conversion TO_DATE failed for value ""17-Apr-2026"" using failure mode FAIL_ROW: Text '17-Apr-2026T00:00:00+00:00' could not be parsed at index 0; known_ransomware_campaign from Known To Be Used In Ransomware Campaigns failed: conversion TO_BOOLEAN failed for value ""Unknown"" using failure mode FAIL_ROW: Value is not boolean; "
